Site_id,1G.01,1G.02,1G.03,1G.04,1G.05,1G.06,1G.07,1G.08,1G.09,1G.10,1G.11,1G.12,1G.13,1G.14,1G.15,1N.01,1N.02,1N.03,1N.04,1N.05,1N.06,1N.07,1N.08,1N.09,1N.10,1N.11,1N.12,1N.13,1N.14,1T.01,1T.02,1T.03,1T.04,1T.05,1T.06,1T.07,1T.08,1T.09,1T.10,1T.11,1T.12,1T.13,1T.14,1T.15,1T.16,1T.17,1T.18,1T.19,1T.20,1T.21,1T.22,1T.23,1T.24,1T.25,1T.26,1T.27,1T.28,1T.29,1T.30,1T.31,1T.32,1T.33,1T.34,1T.35,1T.36,1T.37,1T.38,1T.39,1T.40,1T.41,1T.42,1T.43,1T.44,2G.01,2G.02,2G.03,2G.04,2G.05,2G.07,2G.08,2G.09,2G.10,2G.11,2G.12,2G.13,2G.14,2G.15,2N.01,2N.02,2N.03,2N.04,2N.05,2N.06,2N.07,2N.08,2N.09,2N.10,2N.11,2N.12,2N.13,2N.14,2T.01,2T.02,2T.03,2T.04,2T.05,2T.06,2T.07,2T.08,2T.09,2T.10,2T.11,2T.12,2T.13,2T.14,2T.15,2T.16,2T.17,2T.18,2T.19,2T.20,2T.21,2T.22,2T.23,2T.24,2T.25,2T.26,2T.27,2T.28,2T.30,2T.31,2T.32,2T.33,2T.34,2T.35,2T.36,2T.37,2T.38,2T.39,2T.41,2T.42,2T.44,3G.01,3G.02,3G.03,3G.04,3G.05,3G.06,3G.07,3G.08,3G.09,3G.10,3G.11,3G.12,3G.13,3G.14,3G.15,3N.01,3N.02,3N.03,3N.04,3N.05,3N.06,3N.07,3N.08,3N.09,3N.10,3N.11,3N.12,3N.13,3N.14,3T.01,3T.02,3T.03,3T.04,3T.05,3T.06,3T.07,3T.08,3T.09,3T.10,3T.11,3T.12,3T.13,3T.14,3T.15,3T.16,3T.17,3T.18,3T.19,3T.20,3T.21,3T.22,3T.23,3T.24,3T.25,3T.26,3T.27,3T.28,3T.29,3T.30,3T.31,3T.32,3T.33,3T.34,3T.35,3T.36,3T.37,3T.38,3T.39,3T.40,3T.41,3T.42,3T.43,3T.44
Marinospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.168,138.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0,0,0
Massilia,2.024,5.118,0,0,3.082,0,0,0,4.856,34.498,20.186,0,76.752,0,25.138,73.447,80.82,21.893,0,59.117,195.343,108.551,16.944,25.242,28.733,57.743,24.583,33.249,87.168,479.247,94.477,147.178,51.989,0,0,0,0,28.163,7.8,0.023,0,0,3.236,0,8.694,123.541,39.553,4.41,13.587,13.431,8.94,8.768,29.165,28.095,77.908,20.105,38.619,36.495,30.231,37.044,0,12.168,60.476,20.385,4.171,70.748,163.124,12.904,51.221,62.943,30.983,102.203,12.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.028,3.318,0,0,0,0,0,0,0,0,0,0,6.298,70.734,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.66,0,0,52.216,0.843,11.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.449,0,42.065,0,0,0,0,0,8.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.12,0,22.895,0,33.28,0,0,4.73,0,0,84.561,4.04,0,27.271,0,0
Megamonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.218,0,0,0,0,0,139.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meganema,0,0,0,0,0,0,0,4.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.236,0,0,0,0,0,0,0,40.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.088,0,8.329,0,0,0,0,0,0,0,0,1.031,0,0,0,0,0,0,0,0,0.005,0,0,0,1.317,0,0,2.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merismopedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.088,0,37.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mesorhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.236,0,0,2.541,0,0,0,0,0,0,0,0,0,0,0,10.495,0,0,0,0,0,0,0,0.748,0,10.904,0,0,22.983,29.203,0,0,0,0.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.278,0,0,0,0,0,0,0,0,0,3.317,0,11.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.785,0,0,0,0,0,0,0,0,0,0,0,0,8.164,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.756,23.485,0,27.12,0,2.895,12.201,0,0,15.491,0,5.963,0,0,0,0,0,0,0
Methanogenium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.963,1.156,0,0,0,0,0,0
Methyloparacoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.504,0,0,0,0,0,0,0,0,0,17.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Methylotenera,0,0,6.753,22.86,5.082,5.181,5.038,13.074,0,10.498,13.186,11.675,14.752,0,13.138,24.447,56.82,89.893,95.34,14.117,66.343,39.551,4.944,0,15.733,47.743,47.583,57.249,152.168,165.247,0,0.178,0,46.246,13.218,3.67,0,21.163,66.8,38.023,69.143,186.741,144.236,0,343.694,55.541,19.553,138.41,110.587,93.431,126.94,6.768,325.165,280.095,196.908,120.105,418.619,205.495,490.231,89.044,0,101.168,62.476,167.385,188.171,244.748,391.124,97.904,346.221,34.943,185.983,373.203,51.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.788,0,0,0,0,0,0,0,0,0,0,55.032,0,0,0,0,0,0,0,5.298,0,0,0,0,0.84,0,1.278,15.246,0,0,0,0,38.005,0,0,0,70.317,0,20.554,33.131,122.44,0,10.92,0.333,0,6.777,10.66,0,4.985,102.216,0,1.629,17.88,0.504,5.959,5.932,23.31,0,7.785,18.055,46.069,0,9.586,6.767,0,0,0,0,59.576,3.963,16.604,27.164,1.188,34.694,18.669,7.923,0,2.516,27.866,12.925,26.229,47.025,24.449,0,0,0,3.448,51.146,0,18.219,12.621,0,6.148,6.739,0,32.35,17.476,20.848,8.265,0,21.676,0.065,19.286,15.092,0,27.253,41.472,55.756,33.485,57.124,30.12,163.338,168.895,55.201,44.28,10.302,28.491,92.73,189.963,89.156,39.561,0,27.428,11.271,9.794,2.808
Microbacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microcoleus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.171,0,0,0,41.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0
Mucilaginibacter,0,0,0,0,0,11.181,0,0,0,0,0,14.675,66.752,0,70.138,148.447,166.82,0,0,158.117,124.343,0,15.944,69.242,262.733,41.743,13.583,22.249,56.168,0,0,0,0,0,0,0,0,2.163,0,0,0,0,0,0,0,81.541,0,0,9.587,0,0,0,6.165,0,1.908,23.105,13.619,0,18.231,6.044,0,13.168,15.476,16.385,12.171,69.748,142.124,3.904,192.221,7.943,0,0,22.436,0,0,0,0,0,0,0,0,0,0,0,0,0,13.808,0,0,0,0,0,0,0,0,0,7.028,0,0,0,0,0,0,0,0,0,0,0,0,8.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.629,0,0,0,0,6.31,0,108.785,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0.923,0,0.516,37.866,28.925,12.229,7.025,0,0,0,0,0,0,0,0,0.621,0,6.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.756,7.485,0,18.12,0,64.895,26.201,53.28,22.302,25.491,64.73,20.963,12.156,73.561,44.04,20.428,6.271,17.794,70.808
Mycobacterium,0,0,0.753,0,0,0,0,0,0,0,0,0,0,121.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.298,0,0,0,0,0,0,14.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0,0,0,0,0,0,4.491,0,0,0,0,0,0,0,0,0
Nakamurella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983,2.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12,0,0,0,0,0,1.491,0,0,0,0,0,0,0,0,0
Nannocystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevskia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0,0,7.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrospira,0.024,11.118,94.753,50.86,0,135.181,72.038,0,39.856,43.498,6.186,19.675,0,2.919,61.138,13.447,33.82,143.893,89.34,35.117,334.343,37.551,12.944,17.242,2.733,39.743,18.583,19.249,66.168,1791.247,7.477,58.178,121.989,352.246,106.218,38.67,5.996,34.163,56.8,87.023,43.143,141.741,32.236,0,275.694,34.541,39.553,76.41,41.587,28.431,36.94,57.768,155.165,125.095,107.908,132.105,145.619,162.495,164.231,43.044,0,29.168,59.476,33.385,45.171,54.748,69.124,48.904,126.221,46.943,99.983,191.203,71.436,15.393,24.848,58.513,20.692,0,231.661,149.164,22.929,25.2,128.428,0,114.123,115.504,375.808,4.001,13.061,161.788,291.179,25.445,0.796,5.72,84.254,56.784,143.028,120.318,269.412,1586.899,235.032,0,25.181,0,3.608,0,66.748,0,3.298,68.734,88.4,0,0,229.84,100.696,264.278,94.246,0,0,49.952,104.819,22.005,0,358.64,162.227,347.317,32.655,89.554,566.131,262.44,146.808,92.92,213.333,70.589,30.777,88.66,48.177,1.985,422.216,63.843,25.629,205.88,24.504,11.959,109.932,71.31,121.36,16.785,38.055,48.069,119.713,18.586,36.767,15.753,11.698,0,58.548,96.576,111.963,252.604,129.164,159.188,99.694,87.669,59.923,26.546,24.516,70.866,86.925,109.229,59.025,0,69.898,0,117.556,254.448,0,341.777,0,198.621,87.496,188.148,0.739,94.832,0,54.476,26.848,135.265,0,234.676,203.065,153.286,195.092,124.451,138.253,243.472,139.756,259.485,248.124,137.12,227.338,179.895,122.201,102.28,104.302,48.491,195.73,179.963,59.156,29.561,61.04,27.428,35.271,226.794,127.808
Niveispirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.734,0,0,0,0,0,0,0,0,0,0,0,0,0,29.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843,27.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548,0,0,0,0,0,0,0,0,0,2.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nocardioides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.143,0,0,0,0,0,5.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.904,0,0,63.983,28.203,0,0,0,0,3.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.031,0,0,31.278,0.246,0,0,0,0,0,0,0,0,20.317,0,6.554,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.785,0,0,0,0,0,0,0,0,0,0,0,0,5.164,0,0,0,0,0,0,0,0,0,0,11.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485,0,46.12,21.338,12.895,15.201,0,0,12.491,0,0,6.156,0,0,0,0,0,0
Novosphingobium,0,0,7.753,0,2.082,6.181,5.038,106.074,0,4.498,11.186,40.675,28.752,328.919,24.138,33.447,79.82,44.893,21.34,49.117,3.343,27.551,0,3.242,35.733,19.743,19.583,8.249,28.168,0,0,6.178,0,0,1.218,0,2.996,2.163,3.8,0,4.143,18.741,54.236,0,22.694,40.541,38.553,0,0,14.431,49.94,0,0,37.095,11.908,50.105,57.619,102.495,31.231,7.044,0,25.168,8.476,19.385,11.171,5.748,69.124,26.904,41.221,9.943,98.983,53.203,41.436,0,0,15.513,5.692,0,21.661,69.164,0,1.2,13.428,0,0,0,0,0,0,50.788,1.179,0,0,0,0,0,26.028,8.318,0,40.899,95.032,0,15.181,0,0,0,22.748,0,16.298,94.734,65.4,0,25.031,26.84,6.696,80.278,23.246,0,0,0,0,0,0,0,0,119.317,0,59.554,0,82.44,0,1.92,2.333,0,0,5.66,0,3.985,0,0,25.629,71.88,20.504,30.959,78.932,197.31,30.36,42.785,51.055,38.069,0,8.586,0,0,0,8.397,6.548,168.576,25.963,59.604,135.164,7.188,72.694,113.669,58.923,23.546,21.516,82.866,95.925,83.229,86.025,14.449,78.898,40.065,25.556,30.448,0,6.777,2.219,40.621,340.496,35.148,26.739,38.832,48.35,150.476,43.848,6.265,0,0,50.065,4.286,68.092,59.451,72.253,100.472,46.756,161.485,42.124,161.12,41.338,125.895,57.201,47.28,41.302,41.491,36.73,145.963,88.156,14.561,0.04,62.428,61.271,169.794,26.808
Oleiphilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.743,0,0,0,0,0,0,0,0,0,0,0,9.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.959,0,0,0,0,0,0,0,0,0,0,0,0,0,20.576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.621,0,0,0,0,0,0,0,0,0,0,0,0,7.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oligoflexus,0,0,0,18.86,0,6.181,6.038,0,0,4.498,0,0,0,0,8.138,0,0,0,79.34,0,21.343,0,0,0,0,0,0,0,0,0,0,0,0,32.246,61.218,0,0.996,8.163,30.8,0,2.143,0,0,0,0,0,11.553,0,3.587,0,0,0,53.165,133.095,0,5.105,2.619,0,14.231,0,0,0,0,0,0,0,0,0,0,1.943,0,0,0,12.393,5.848,1.513,8.692,0,12.661,0,0.929,2.2,0,0,38.123,31.504,42.808,0,23.061,12.788,110.179,1.445,0,0,10.254,23.784,38.028,9.318,71.412,699.899,46.032,0,2.181,0.329,6.608,0,31.748,0,17.298,6.734,45.4,0,0,97.84,20.696,16.278,14.246,0,0,0,1.819,0,0,61.64,89.227,197.317,0,17.554,47.131,7.44,0,44.92,19.333,3.589,0,49.66,0,0,0,1.843,0,0,0,0,0,9.31,0,0,0,0,0,0,0,0,0,0,2.548,18.576,46.963,0.604,9.164,35.188,34.694,20.669,0,0,0,0,13.925,8.229,0,0,22.898,0,0,32.448,0,24.777,0,52.621,13.496,48.148,0,39.832,0,0,0,21.265,0,62.676,58.065,14.286,0,77.451,57.253,44.472,0,20.485,46.124,0,0,0,1.201,0,0,0,8.73,0,0,0,13.04,2.428,0,0,0
Oligosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
