Site_id,1G.01,1G.02,1G.03,1G.04,1G.05,1G.06,1G.07,1G.08,1G.09,1G.10,1G.11,1G.12,1G.13,1G.14,1G.15,1N.01,1N.02,1N.03,1N.04,1N.05,1N.06,1N.07,1N.08,1N.09,1N.10,1N.11,1N.12,1N.13,1N.14,1T.01,1T.02,1T.03,1T.04,1T.05,1T.06,1T.07,1T.08,1T.09,1T.10,1T.11,1T.12,1T.13,1T.14,1T.15,1T.16,1T.17,1T.18,1T.19,1T.20,1T.21,1T.22,1T.23,1T.24,1T.25,1T.26,1T.27,1T.28,1T.29,1T.30,1T.31,1T.32,1T.33,1T.34,1T.35,1T.36,1T.37,1T.38,1T.39,1T.40,1T.41,1T.42,1T.43,1T.44,2G.01,2G.02,2G.03,2G.04,2G.05,2G.07,2G.08,2G.09,2G.10,2G.11,2G.12,2G.13,2G.14,2G.15,2N.01,2N.02,2N.03,2N.04,2N.05,2N.06,2N.07,2N.08,2N.09,2N.10,2N.11,2N.12,2N.13,2N.14,2T.01,2T.02,2T.03,2T.04,2T.05,2T.06,2T.07,2T.08,2T.09,2T.10,2T.11,2T.12,2T.13,2T.14,2T.15,2T.16,2T.17,2T.18,2T.19,2T.20,2T.21,2T.22,2T.23,2T.24,2T.25,2T.26,2T.27,2T.28,2T.30,2T.31,2T.32,2T.33,2T.34,2T.35,2T.36,2T.37,2T.38,2T.39,2T.41,2T.42,2T.44,3G.01,3G.02,3G.03,3G.04,3G.05,3G.06,3G.07,3G.08,3G.09,3G.10,3G.11,3G.12,3G.13,3G.14,3G.15,3N.01,3N.02,3N.03,3N.04,3N.05,3N.06,3N.07,3N.08,3N.09,3N.10,3N.11,3N.12,3N.13,3N.14,3T.01,3T.02,3T.03,3T.04,3T.05,3T.06,3T.07,3T.08,3T.09,3T.10,3T.11,3T.12,3T.13,3T.14,3T.15,3T.16,3T.17,3T.18,3T.19,3T.20,3T.21,3T.22,3T.23,3T.24,3T.25,3T.26,3T.27,3T.28,3T.29,3T.30,3T.31,3T.32,3T.33,3T.34,3T.35,3T.36,3T.37,3T.38,3T.39,3T.40,3T.41,3T.42,3T.43,3T.44
Fodinicola,0,0,0,0,0,0,0,4.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,10.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504,0,0,0,0,0,0,27.069,0,0,11.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,4.023,0,0,0,0,0,0,18.553,2.41,0,28.431,0,0,0,0,0,0,0,0,0,0,0,0,0,29.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusobacterium,0,9.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.278,0,0,0,0,0,0,0,0,0,0,0,2.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.963,0,0,0,0,0,0,0
Gemmata,0,0,0,8.86,0,0,0.038,16.074,0,0,0,0,0,0,0,6.447,6.82,12.893,14.34,6.117,63.343,115.551,0,0,0,0,7.583,4.249,19.168,47.247,0,0.178,0,0,2.218,0.67,3.996,0,6.8,0,20.143,99.741,103.236,0,0,15.541,14.553,0,7.587,0.431,6.94,2.768,0,14.095,0,32.105,0,45.495,0,7.044,0,7.168,3.476,0,0,0,24.124,16.904,27.221,9.943,70.983,32.203,8.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.031,0,0,17.278,4.246,0,0,0,0,51.005,0,0,0,18.317,0,4.554,0,18.44,0,0.92,0,0,0,8.66,0,0,0,1.843,0,17.88,0,0,11.932,0,0,95.785,0,0,0,0.586,0,0,0,0,0,8.576,0,0,25.164,0,0,0,0,0,0,0,0,0,1.025,0,0,0,0,0,0,0,0,0,0,0,0,0,16.35,1.476,0,0,0,0,0,0,0,0,0,64.472,16.756,43.485,0,35.12,10.338,69.895,28.201,0,5.302,40.491,0,10.963,39.156,6.561,0,0,0,0,17.808
Gemmatimonas,0.024,0,0,0,0,8.181,9.038,0,0,3.498,0,5.675,13.752,27.919,9.138,16.447,22.82,0,0,7.117,26.343,20.551,0,0,0,0,0,0,0,141.247,0,3.178,17.989,2.246,0,0.67,0,0,11.8,4.023,5.143,88.741,62.236,0,0,20.541,30.553,0,0,3.431,34.94,5.768,0,1.095,27.908,16.105,0,0,0.231,3.044,0,0,0.476,0,0,0,7.124,0.904,13.221,0,8.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.001,0,0,8.179,0,0,0,0,0,4.028,2.318,7.412,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,2.278,0,0,0,21.952,5.819,65.005,0,60.64,0,6.317,0,0,12.131,7.44,0,0,19.333,0,22.777,27.66,0,0,0,0,0,12.88,0,0,0,0,0,7.785,0,0,0,0.586,0,0,0,2.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,2.777,0,0,0,0,0,0,0,0,0,0,0,0,0,6.286,0,0,0,294.472,12.756,0,28.124,0,0,0,0.201,0,0,0,16.73,19.963,0,0,0,0,0,0,4.808
Geobacter,0,0,0,0,0,2.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.808
GKS98_freshwater_group,0,0,0,0,0,0,0,1.074,0,14.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granulicella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.105,0,19.495,0,0,0,0,0,0,0,0,0,0,0,0,12.983,29.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.164,0,0,0,0,0,0,0,0,0,6.025,0,0,0,0,0,0,0,0,7.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.756,10.485,16.124,39.12,0,0,0,0,0,0,0,23.963,0,0,0,0,0,0,6.808
Haematospirillum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haliangium,0,0,0,10.86,0,0,33.038,0,16.856,6.498,0,7.675,0,0,17.138,18.447,22.82,37.893,48.34,25.117,62.343,18.551,0,5.242,22.733,12.743,15.583,22.249,54.168,133.247,0,5.178,0,26.246,0,4.67,0,0,18.8,14.023,20.143,11.741,0,0,34.694,53.541,49.553,35.41,19.587,17.431,16.94,4.768,49.165,29.095,58.908,55.105,48.619,41.495,37.231,31.044,0,36.168,31.476,45.385,69.171,22.748,39.124,28.904,96.221,24.943,48.983,53.203,15.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.788,41.179,0,0,0,2.254,0,0,19.318,9.412,189.899,25.032,0,0,0,0,0,0,0,0,3.734,12.4,0,0,22.84,10.696,56.278,14.246,0,0,0,7.819,19.005,0,0,0,13.317,0,25.554,100.131,44.44,0,0,0,2.589,0,18.66,10.177,2.985,72.216,17.843,0,15.88,0,0,16.932,2.31,0,11.785,0,0,0,0,0,0,0,0,0.548,51.576,19.963,42.604,82.164,24.188,3.694,12.669,0,0,0,35.866,2.925,27.229,37.025,0,0,0,0,15.448,0,0,0,38.621,0,5.148,0,13.832,0,6.476,90.848,3.265,0,0,57.065,22.286,19.092,35.451,16.253,134.472,44.756,62.485,39.124,52.12,32.338,67.895,51.201,58.28,46.302,17.491,159.73,63.963,48.156,49.561,44.04,25.428,0,81.794,76.808
Haliea,0,0,4.753,22.86,9.082,4.181,3.038,25.074,0,3.498,0,12.675,17.752,0,5.138,24.447,25.82,0,30.34,9.117,56.343,66.551,5.944,10.242,0,0,0,1.249,0,786.247,0,7.178,19.989,60.246,0,13.67,14.996,0,11.8,6.023,30.143,492.741,11.236,0,48.694,21.541,75.553,39.41,37.587,28.431,9.94,0,0,64.095,101.908,35.105,23.619,0,28.231,13.044,0,23.168,17.476,38.385,9.171,0,0,65.904,41.221,4.943,61.983,46.203,0,0,0,11.513,0,0,0,0,0,0,0,0,0,0,0,8.001,0,1.788,0,0,0,0,0,0,0,0,0,0,74.032,0,0,0,0,0,0,0,0,0,0,0,0,17.84,0,14.278,9.246,0,0,0,7.819,60.005,0,0,0,68.317,0,11.554,29.131,85.44,0,17.92,12.333,8.589,0,1.66,0,0,207.216,5.843,0,29.88,0,0,58.932,0,0,0,0,0,0,0,0,0,0,0,0.548,23.576,0,0,33.164,0,0,0,0,0,0,0,0,0,3.025,0,82.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.065,0,2.092,0,0,0,48.756,37.485,12.124,12.12,54.338,122.895,37.201,29.28,33.302,38.491,115.73,0,0.156,0.561,0,0,0,0,0.808
Halioglobus,0,0,1.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haliscomenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.236,0,0,0,0,0,0,0,0,0,0,0,5.908,0,0,0,0,0,0,0,1.476,4.385,11.171,0,0,5.904,0,0,64.983,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,0,0,10.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.146,0,12.219,0,0,0,0,0,0,23.476,13.848,0,0,0,0,0,11.092,0,0,12.472,0,0,0,8.12,0,0,0,0,0,0,25.73,0,0,0,0,0,0,0,0
Haloferula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.447,9.82,0,0,0.117,0,13.551,0,0,0,0,0,8.249,0,0,0,0,0,0,0,0,0,0,0,0,1.143,111.741,61.236,0,0,0,7.553,0,0,0,5.94,0,0,7.095,0,7.105,0.619,20.495,0,0,0,0,0,0,0,0,0,0,0,0,39.983,13.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.088,0,7.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.88,0,0,0,0,0,16.785,0,0,0,0,0,0,0,0,0,46.576,0,0,0,0,0,0,0,0,0,0,0,0,0,7.449,0,0,0,0,0,0,0,0,0,0,0,0,4.35,0,0,0,0,0,0,0,8.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.143,20.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.203,0,0,0,4.513,0,0,0,0,0,0,0,0,0,0,0,0,0,3.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.808
Herpetosiphon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hgcI_clade,0,0,43.753,0,0,225.181,322.038,125.074,58.856,0,0,0,0.752,666.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.996,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.904,56.221,735.943,0,0,0,50.393,0,0,0,12.498,0,8.164,0,1.2,0,0,0,40.504,0,0,6.061,0,0,0,0,32.72,0,26.784,0,0,0,0,0,89.088,44.181,43.329,77.608,16.021,0,43.241,342.298,0,34.4,3.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785,662.055,0,0,0,0,0,0,98.397,0,0,0,0,0,0,0,0,0,0,2.516,0,0,0,0,0,0,0,0,0,0,0,185.219,0,365.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.491,0,0,0,0,652.04,115.428,0,0,0
Hirschia,0,38.118,4.753,0.86,6.082,20.181,21.038,16.074,19.856,0,19.186,9.675,5.752,0,19.138,20.447,31.82,93.893,115.34,15.117,77.343,27.551,0,0.242,2.733,13.743,5.583,17.249,26.168,249.247,13.477,4.178,19.989,63.246,27.218,0,7.996,7.163,7.8,34.023,7.143,88.741,72.236,0,123.694,22.541,25.553,7.41,23.587,19.431,18.94,1.768,44.165,72.095,36.908,23.105,25.619,53.495,13.231,11.044,0,11.168,18.476,11.385,13.171,31.748,59.124,6.904,8.221,12.943,49.983,97.203,55.436,0,0,12.513,0,0,1.661,0,0,3.2,0,0,6.123,9.504,12.808,0,0,45.788,46.179,5.445,0,0,3.254,0,8.028,13.318,15.412,237.899,84.032,0,0,0,0,0,20.748,0,1.298,7.734,6.4,0,0.031,60.84,16.696,74.278,8.246,0,0,0,9.819,36.005,0,0,10.227,95.317,0,36.554,89.131,76.44,0,4.92,4.333,3.589,0,14.66,22.177,0,0,3.843,14.629,36.88,0,2.959,48.932,29.31,4.36,54.785,0,4.069,0,2.586,0,0,0,0,7.548,69.576,38.963,21.604,58.164,35.188,40.694,46.669,35.923,9.546,3.516,35.866,48.925,53.229,17.025,0,16.898,0,34.556,48.448,0,27.777,0,2.621,0,40.148,0,49.832,0,36.476,6.848,23.265,0,6.676,38.065,38.286,41.092,27.451,9.253,48.472,48.756,56.485,35.124,59.12,15.338,89.895,60.201,53.28,30.302,10.491,112.73,92.963,46.156,0,28.04,34.428,7.271,92.794,51.808
Holdemanella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrogenophaga,41.024,91.118,17.753,34.86,113.082,146.181,56.038,299.074,370.856,871.498,1005.186,55.675,524.752,25.919,138.138,449.447,488.82,123.893,151.34,288.117,8671.343,83.551,2613.944,110.242,226.733,45.743,67.583,79.249,5.168,3608.247,956.477,854.178,587.989,364.246,3316.218,58.67,695.996,20.163,42.8,889.023,122.143,181.741,242.236,0,210.694,55.541,268.553,83.41,59.587,27.431,184.94,9.768,135.165,53.095,44.908,26.105,40.619,144.495,0,118.044,2.899,36.168,28.476,22.385,0,22.748,93.124,8.904,1.221,105.943,171.983,81.203,0,53.393,11.848,54.513,262.692,0,5.661,104.164,12.929,28.2,107.428,0,34.123,0,0,14.001,7.061,21.788,2.179,0,4.796,0,34.254,0,88.028,13.318,7.412,108.899,4.032,275.088,18.181,109.329,48.608,54.021,243.748,38.241,801.298,237.734,114.4,24.872,176.031,18.84,4.696,100.278,37.246,30.192,177.392,91.952,30.819,35.005,0,0,15.227,55.317,0,17.554,27.131,73.44,53.808,2.92,28.333,20.589,225.777,29.66,37.177,57.985,259.216,37.843,172.629,2.88,56.504,84.959,158.932,171.31,24.36,74.785,90.055,312.069,36.713,114.586,220.767,1299.753,84.698,0,23.548,81.576,85.963,108.604,75.164,290.188,135.694,79.669,1101.923,278.546,69.516,28.866,102.925,112.229,12.025,314.449,369.898,606.065,126.556,183.448,196.146,206.777,206.219,78.621,44.496,219.148,480.739,76.832,148.35,105.476,610.848,93.265,145.037,285.676,63.065,109.286,124.092,70.451,20.253,70.472,35.756,49.485,4.124,80.12,21.338,123.895,176.201,66.28,19.302,69.491,25.73,175.963,181.156,30.561,33.04,129.428,133.271,24.794,3.808
Hymenobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.447,15.82,0,0,0,48.343,50.551,2.944,0,0,5.743,21.583,32.249,1.168,147.247,0,34.178,0,0,0,0,0,0,0,0,0,0,199.236,0,171.694,53.541,68.553,0,0,1.431,13.94,0,4.165,0,103.908,8.105,0,0,0,4.044,0,89.168,81.476,22.385,0,38.748,364.124,1.904,175.221,16.943,0,44.203,0,0,0,0,15.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.131,0,0,0,0,0,5.777,0.66,0,0,275.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.756,0,32.124,0,0,0,0,160.28,0,25.491,0,14.963,13.156,273.561,288.04,0,0,0,0
Hyphomicrobium,0,0,3.753,0,0,0,0,0,0,0,0,0,0,0,11.138,0,0,22.893,63.34,0,0,0,0,0,0,0.743,4.583,7.249,43.168,0,0,0,0,0,0,0,0,0,3.8,0,0,0,20.236,0,76.694,3.541,0,0,1.587,4.431,0,8.768,80.165,57.095,0,20.105,46.619,50.495,64.231,0,0,0,8.476,0,13.171,34.748,61.124,17.904,0,16.943,60.983,27.203,46.436,0,0,1.513,0,0,0,0,0,0.2,0,0,2.123,0,0,0,0,18.788,37.179,0,0,0,0,2.784,6.028,23.318,20.412,247.899,50.032,0,0,0,0,0,0,0,0,0,10.4,0,0,30.84,6.696,44.278,21.246,0,0,0,12.819,0,0,10.64,0.227,57.317,0,45.554,88.131,66.44,0,0,1.333,0,0,24.66,45.177,2.985,95.216,12.843,0,21.88,5.504,0,75.932,54.31,0,18.785,30.055,6.069,0,7.586,0,4.753,3.698,0,7.548,1.576,45.963,83.604,68.164,33.188,71.694,66.669,41.923,7.546,12.516,102.866,60.925,85.229,80.025,0,47.898,0,21.556,18.448,0,5.777,0.219,0,13.496,0,0,39.832,29.35,50.476,18.848,1.265,0,6.676,78.065,42.286,0,78.451,159.253,73.472,27.756,182.485,107.124,86.12,149.338,111.895,82.201,8.28,44.302,47.491,6.73,150.963,147.156,5.561,13.04,21.428,28.271,102.794,59.808
